sentiment	review_text
pos	Atendeu minha expectativa. Rápido e estável. Recomendo. Preço acessível e frete gratuito. A entrega foi antes do prazo final.
pos	Ele roda pubg, um note que roda pubg liso roda tudo.
pos	Comprei para uso de trabalhos e pesquisas, atendeu a minha expectativa quanto a isso. A única coisa é que por ser um note novo, ele é lento e já chegou a travar várias vezes em coisas bobas, como abrir um e-mail. O técnico me disse que por ele vim com muitas configurações de fábrica, elas são pesadas e o torna mais lento que o habitual, mas se formatar resolve o problema.
pos	Esse produto é muito bom. Chegou bem antes do prazo. Ele Superou minhas expectativas.
pos	Comprei o meu faz 3 anos. Desempenho maravilhoso,nunca deu problema, Estou super satisfeita, Excelente notebook
neg	Comprei este produto, mas, como foi junto com um outro, desisti de devolver. O motivo: um notebook com armazenamento APENAS de 32GB. Não havia notado isso. Como pode fazer isso um produto com tal capacidade de armazenamento? Não deveria ser feito e nem tão pouco estar no mercado à venda. Eis a minha opinião.
pos	Excelente! Gostei muito do produto! Recomendo este produto.
pos	O produto é lindo, o processamento é supre as necessidades muito bem de quem usa o PC para a fazeres do dia-a-dia, a bateria dura cerca de 5 horas com carregamento total. Particularmente eu amei a compra que fiz.
pos	Notebook atende todas as minhas necessidades, super leve, um teclado maravilhoso, super rápido, bateria duradoura. Veio 10 dias antes do prazo de entrega. Estão de parabéns.
pos	Correspondeu totalmente às minhas expectativas. É o primeiro notebook que compro e com certeza não errei na escolha. Vale cada centavo.
pos	Muito bom, ótimo notebook, chegou antes da previsão.
neg	Recebi o produto dentro do prazo, no entanto, não funciona. Ao ligar a tela trava e aparece mensagem de erro e desliga sozinho. Quero solicitar a devolução do produto mas não encontro essa opção no site da <empresa>.
pos	A configuração é modesta, mas para uso doméstico, atende perfeitamente.
pos	Produto ótimo.  Meu filho amou!!! E a entrega foi até antes do prazo.
pos	Notebook,muito bom, entrega rápida...achei excelente comprar pela site da <empresa>.
pos	atendendo todas as minhas nescessidades,otimo produto.com uma tela incrivel, imagem espetacular e processador veloz para navegaçao.excelente compra! e entrega rápida sem burocracia.
pos	adorei o produto, a entrega foi rápida eu recomendo .
pos	Notebook muito bom, leve e estiloso, bem potente, valeu a pena o investimento...
pos	Achei leve, tamanho ótimo para levar nos lugares (aula e reuniões) - Cuidado porque não tem drive para colocar CD/DVD, ai para instalar programas de CD tem de baixar na rede ou por Drive externo/pen drive. Atendeu minhas necessidades.
pos	Ótimo produto já uso ele à mais de 3 meses e não me arrependo de ter comprado, não dá engasgos e os melhores pontos dele são: Bateria, Tela e destacando o Áudio que é de altissíma qualidade se o preço à ser pago for o mesmo que eu pagei que foi $2.000; é um bom investimento à ser feito.
pos	Aparelho muito bom agora falta só o mouse e o teclado.
pos	Gente, o notebook é muito bom... assim que chegou (inclusive bem antes do prazo), o windows 10 fez variaaas atualizações, normal e quando terminou e finalmente comecei a aproveitar, é sensacional. O meu não trava como todos estão dizendo...não tenho visto essa lentidão, acredito que as pessoas querem comprar um notebook desse para jogar jogos pesadíssimos, mas ele é mais pra uso doméstico... Tela boa e grande, teclado excelente e som de boa qualidade, a duração da bateria é boa também, chega a durar 5h usando continuamente... enfim, amei o produto!
neg	produto descartavel. processador lento , acabou a garantia deu problema na placa mãe levei na assistencia tecnica e não tem placa de reposicão e o preço é mais de 1000.00  só a placa !  Produto descartavel pois o processador e memoria e outros mais não sâo removiveis e sem manutencao na placa .
neg	Comprei pelo custo/benefício porque só uso internet e pacote office, mas vem muita porcaria instalada que deixa ele muito lento. Estou tentando limpar pra deixá-lo mais rápido.
pos	Notebook de excelentíssima qualidade. Super recomendo. Pra mim é o melhor!
pos	Primeiro em relação à entrega, foi excelente! Chegou muito rápido, fiquei impressionada, e tudo muito bem embalado e é pq foi pro Maranhão. E em relação ao notebook, até agora estou muito satisfeita, o som dele é muito bom, além de ser muito bonito! Gostei demais, vale a pena o investimento.
pos	Comprei para presentear minha filha, ela adorou, produto de ótima qualidade e desempenho.
pos	Recomendo o produto pois é muito bom, a dell é tudo de bom.
pos	O notebook tem uma configuração boa e uma ótima construção! Serve para fazer bastante coisa. Poderia já ter abandonado o HD comum e ter assumido um SSD. Sorte que a porta M.2 já adianta muito um upgrade sem perder a garantia.
pos	Produto excelente!  Aparência linda e desempenho ótimo! Me surpreendi.
pos	Produto perfeito. Entrega antes do prazo. Super recomendado.
pos	Recebi o notebook há uma semana e a tela e o som são realmente maravilhosos! Vale a pena fazer uma limpa no Windows pq vem muita coisa junto e pode sim travar nos primeiros dias, fora isso ele é maraa! Ótimo custo beneficio, até agora valeu muito a pena!
pos	Custo/Benefício  layout moderno muito leve prático
pos	Notebook, rápido, leve, com design perfeito, capacidade excelente de processamento, suporta várias funções ao mesmo tempo, não trava, perfeito para quem precisa de velocidade, uso para estudo, trabalho e jogos, atendeu todas minhas necessidades, entrega pelas <empresa> está de parabéns.
pos	Como disse no titulo....um bom produto fala por si...
pos	Produto de ótima qualidade e chegou antes do esperado.
pos	o produto é bom, só não gostei que tem somente duas entradas USB e a entrada para o fone de ouvido é no lado esquerdo. Poderia ser avisado na descrição do produto.
pos	Amei o notebook, ele é maior do q o tradicional, tem um som super alto o que o diferencia dos outros notebooks totalmente. Eu recomendo! Bonito e completo! Utilizo pro trabalho e tem superado bem minhas expectativas!
neg	não gostei foi decepcionante!! nao aconselho a compra
pos	Produto excelente! Ótima qualidade e custo x benefício
neg	Alguns vem com defeito, liga e depois se desliga e não funciona mais, usei o meu por menos de 30 min, e tive que fazer a devolução. No fórum da hp também tem reclamações do mesmo tipo. O suporte para devolução da hp e <empresa> é bom.
pos	Muito bom ate o momento está suorindo minhas necessidades
neg	Acho que a especificação deste produto está errada e gera confusão na hora da compra. O produto é apena s de um tablet no formato de notebook, a capacidade de memória é muito pequena e limita a instalação de outros programas.
pos	Atende minhas necessidades perfeitamente, porem utilizo mais para lazer não a trabalho.
pos	Atende muito bem minhas necessidades. Uso pra trabalho e pessoal.
neg	O referido equipamento é lento não sei se pelo processador ou pelo tal windons 10 zicado, abre inúmeras paginas de propaganda das quais não habilitei. Tornando a navegação dispendiosa, até ele resolver dar acesso a internet
neg	Bom, gostaria de iniciar essa crítica ao aparelho parabenizando a Dell. No conceito de estrutura física e design, a Dell é referência. Porém, não sou técnico de informática, mas o computador tem um desempenho aquém do esperado, apesar da tradição da marca. Para começar, o computador tem sérios problemas de travamento, trava a tela, o mousepad, dentre outras funções do Windows. Outro fator com desempenho questionável é a capacidade gráfica, pois, ao se utilizar aplicativos como Facebook, Netflix e Youtube o computador começa a projetar na tela vários defeitos gráficos. A tela fica preta, piscando, muitas vezes cheia de pontos coloridos, traços, sem a possibilidade de visualização. Então, gostaria de dizer que não estou satisfeito com a máquina.
pos	Muito bom, bem como especificado no site, a entrega também foi denrro do prazo, excelente !
pos	A refrigeração do Odyssey realmente faz a diferença, antes desse tinha um Acer que esquentava muito e por isso tinha que acoplar um coler externo e desligar de tempos em tempos.  Já tenho há quase um ano e funciona perfeitamente.
neg	Esquenta muito, tem que parar de jogar de hora em hora.
neg	Nao sei se é a placa de video ou o processador, mas ficou devagar com 3 meses de uso.
neg	Produto superaquece e tem que desligar de hora em hora.  Mas se pensa que isso é um problema, espere até ver o atendimento.
pos	<empresa> esta de parabéns, entregar super rápida, um notebook muito elegante, super fino e veloz, comprei o meu recentemente  e estou adorado !
neg	Trabalho com desenho gráfico, achei que este PC me daria suporte e agilidade pq trabalho com muitas janelas abertas e programas específicos, mas só trava... não é um bom negócio.
pos	Muito bom, e chegou antes do prazo estabelecido. Recomendo.
pos	Fiquei satisfeita com o produto. O processador atende às minhas necessidades (estudos, vídeos on line). É muito bonito e leve. Teclado suave. Optei por ele depois de pesquisar bastante. Dentro do preço que eu podia pagar, foi a melhor opção. Recomendo.
pos	Pra o que eu quero ele estar me servindo quero ele pra estudar os slides da faculdade e fazer pesquisas na internet e sem contar que ele é bem leve posso me locomover com ele sem problemas e sem transtornos e um detalhe sua cor é linda coloquei até papel contact transparente nele todo pra conservar ele e não manchar.
pos	Produtos Dell são sempre de muito boa qualidade. Este notebook tem um ótimo tamanho de tela, teclado bem dividido com o numérico também separado do lado direito (o que me agrada muito) e um visual limpo. Como ponto negativo, achei que demora muito no processamento inicial. Somente depois de alguns minutos quando já  terminou o carregamento dos aplicativos iniciais é que ele passa a ser mais agil em seu processamento. Mas no geral é um produto muito bom. Recomendo.
pos	Falo com tranquilidade Me vejo obrigado a concordar com o Palestrinha
pos	Para uso intermediário como estudo, um produto muito bom.
pos	Acessível e de ótima qualidade, amei! O produto com tela grande me supriedeu,  recebi o produto rápido.
pos	o produto veio dentro do prazo e em excelente estado. no primeiro uso o notebook se mostrou um pouco lento, no entanto depois de baixar o navegador chrome (o navegador padrão pré instalado é lento e insatisfatório), e baixar e instalar todas as atualizações pendentes o desempenho melhorou muito. excelente custo benefício para aqueles que procuram um notebook com boa performance e versatilidade! recomendo.
pos	Chegou antes do prazo combinado, bem embalado e de acordo com o que foi comprado.
neg	O desempenho do aparelho não condiz com suas especificações, sendo que até para entrar no e-mail demora horrores e trava fazendo operações simples
pos	Adorei o notebook , achei leve, rápido, lindo, atingiu minha expectativa. A entrega foi rápida, chegou antes da data estimada. Super recomendo.
pos	Otimo mesmo... recomendo a todos!! Hiper veloz. Processador e 10.
neg	O produto só funcionou um dia!!! Depois não ligava, mais!!!
pos	Além de ser muito lindo e ótimo, é levinho é fácil de carregar. Lembra o netbook... adorei.
pos	bom produto. recomendo. o produto chegou antes do prazo. a única coisa que me aborreceu foi que, pelo anuncio, tinha o office no notebook, mas quando chegou verifiquei que é somente por dez dias. agora, tenho que adquirir o office.
pos	Primeiras impressões muito boas, produto muito bem embalado, muito bonito , processamento rápido a única coisa que sente falta foi das luzes do CAPS look e num look
pos	Bom produto, fácil uso e rápido como eu esperava. Para quem quer fazer uso para trabalhos escolares e pesquisas e também bom para jogos. Chegou dentro do prazo
pos	Notebook com ótimo desempenho, versátil e muito bonito. Chegou dentro do prazo.
neg	Comprei esse notebook pra minha mãe, com menos de um mês, de pouco uso, ele não ligava mais foi pra assistencia. Lá detectaram que o carregador que veio nele é usado, o cabo está mordido em uma parte, minha mãe não tem cachorro. Além disso tiveram de trocar a placa mãe.  O técnico foi instalar o Windows e disse que o notebook tem aparência de bastante usado. Um absurdo, eu estou indignada, não solicitei a troca porque não moro na mesma cidade da minha mãe e só tive a oportunidade de falar com técnico hoje.
pos	Muito bom!   Nota 10 para a entrega da <empresa> que entregou antes da data prevista.
pos	Produto muito bom recomendo entrega no prazo previsto tudo ok
pos	Produto com boa qualidade e resistência. Uma das melhores marcas de notebook.
pos	O produto chegou hoje, e estou muito satisfeito. Acabamento perfeito, é uma máquina muito potente, que roda tranquilamente softwares pesados. Utilizo Revit, AutoCAD, Lumion, Corel e Photoshop. As luzes são um diferencial muito interessante. O design é incrível, com acabamento refinado, e material fosco. Recomendo.
pos	Desempenho e designer satisfatórios. Não aprovei a blindagem da bateria, pois pode deixar o cliente refém da compra de outro notebook, caso o item em questão dê defeito ou tenha sua vida útil comprometida.
pos	gostei do produto, veio antes do prazo, é rapido, recomendo
pos	Produto muito bom vai atender todas as minhas necessidades,  e da os parabéns <empresa> pela entrega super rápida.
pos	Notebook excelente para uso doméstico estou muito satisfeito
pos	adorei, chegou antes do tempo esperado! superou minhas expectativas!!
pos	Muito bom o produto é a entrega foi super rápida. Estou muito satisfeita.
pos	para quem quer estudar é ótimo, operação leve,  bateria dura demaisssss...
neg	Pensava que era mais rápido achei muito lento.  Esse Windows 10 tbm não gostei
pos	Se vcs comprarem não iram se arrepender, o produto é excelente
pos	Otimo produto e entrega antes do prazo... super recomendo
neg	Péssimo. Teclado desconfigurado. Computador tranca.
pos	Ótimo custo benefício! Chegou em menos de uma semana.
pos	Excelente produto! Imagem muito boa ,rapido . Entrega antes da data prevista!
pos	Bom custo benefício, bem leve e bonito. A entrega foi bem rápida.
pos	Para as minhas atividades esse notebook foi essencial, pois eu não preciso de muita memória. Mas quem está procurando um notebook para baixar muitos programas e arquivos esse não é indicado porque tem apenas 2GB de memória interna.. E realmente é muito pouco. A tela é relativamente pequena mas para mim está ótimo. Bem leve e fácil de carregar.
pos	Excelente notebook!! Chegou antes do prazo esperado, recomendo.
pos	Perfeito, produto de ótima qualidade até o momento. Muito rápido, super prático, amei o Windows 10. Preço super bom.
pos	O produto muito bom ate o momento está atendendo minhas espectativas com um bom funcionamento, e a entrega foi super rápida!
pos	Satisfeita com o produto e com a entrega rápida feita através das lojas <empresa>
pos	Ótimo notebook para realizar tarefas diárias: bom desempenho e bom sistema operacional Linux (Ubuntu), além de ser muito bonito e ter uma marca confiável (Dell).
pos	Adorei o notebook, lindo, fininho,leve, e fiquei muito satisfeita. Chegou rápido e certinho.
neg	Muito ruim, santo deus! Demora para iniciar, trava, mais lento que uma tartaruga!
pos	Ótimo produto. Fácil manuseio, atendeu as expectativas,  ótimo desempenho,  rápido. Adorei.
pos	Muito bom. Bom desempenho, memória grande, muito leve embora seja de 15.6'. E chegou em 5 dias, recomendo !!
pos	Produto chegou mto bem embalado, caixa discreta e dentro do prazo, mesmo c o carnaval atrapalhando... Kkkk... parabéns, <empresa>!!
neg	"O produto é muito bonito, fino, ótima bateria, porém na maioria do tempo é MUITO lento. Funções simples como abrir as ""notas alto adesivas"", carregar um ""navegador"" qualquer, carregar uma nova aba ou até mesmo abrir o word ou é feito com muita dificuldade causando aborrecimentos e atrasando eventuais trabalhos."
pos	O produto é excelente, de ótima qualidade e bonito, super recomendo!!!!
pos	Comprei e gostei. Pra quem quer um notebook de entrada com todas as funcionalidades basicas e um bom custo beneficio, esse é o ideal. Agora, se quer melhor, tem que ter mais diinheiro.
pos	notbook de qualidade, design bonito e boa funcionalidade
neg	Não faz sentido o preço desse item que tem 4Gb de memoria ram estar mais caro do que o que tem 6 GB de memoria ram.  Isso porque estão no MESMO site.
pos	Notebook rápido e design bonito, uso para estudos e corresponde muito bem as expectativas, para quem procura um notebook intermediário que possa também rodar alguns games é uma ótima opção. Destaque para a qualidade do som.
neg	O produto trava o tempo todo sem parar. Tentei fazer a devolução e o site não permite fazer a solicitação. Assim, fiquei no prejuízo. ( Nunca mais compro nas lojas <empresa> depois desse ocorrido.)
neg	Comprei um produto e ele não foi entregue durante um mês. Oproduto voltou para a loja porque a transportadora não se dignava a passar no meu setor. Esta alegava falsamente que eu não estava no local. Transportadora devolver o meu produto sem o meu pedido ou consentimento. Pedi para cancelar a compra.
pos	Excelente produto , valeu cada real pago, recomendo com certeza!!!
neg	Quando escolhi o produto não notei que era com o sistema operacional Linux, gostaria de saber se posso fazer a troca por um Windows, pois não utilizei o mesmo
pos	Atendeu as minhas expectativas funciona perfeitamente e bonito leve .Estou satisfeita com a compra
neg	Comprei o computador para a faculdade e precisava dele urgentemente. Pedi a entrega turbo, em 1 dia e o site confirmou. Apos algumas horas do pedido a <empresa> me informou que o computador nao havia mais em estoque, adiando o prazo em 5 dias e atrasando tudo. Como se nao bastasse o pessimo atendimento, eles adiaram,hoje, o prazo novamente para mais 2 dias, totalizando 1 semana de espera para receber o produto. Uma loja dessas proporcoes devia ter o minimo de respeito com seus clientes. Pessimo atendimento, nunca comprem desse site a menos que queiram passar nervoso
neg	Esse equipamento la fora deve ser vendido como sucata, mais enquanto houve brasil eles vão mandar essas sucata pra cá
pos	Otimo produto. muito satisfeita. Indico o produto, ele cumpre muito bem o que é oferecido.
pos	Notebook Dell muito bom estou adorando nota dez minha neta faz trabalhos do cursinho direcionado para o vestibular de medicina e o produto é excelente
pos	Produto de Qualidade em Todos os Sentidos... Acabamento, Visual, Performance, Velocidade, Facil de Manusear..... É isso aí mesmo Tudo Ok... Satisfeito. Elogios a Loja Também em Todos os  Sentidos... Desde a Compra até a Entrega tudo Certo... Parabéns...  100 % Aprovado...
pos	Exatamente como eu estava procurando. Fiquei muito feliz com o meu produto. Bonito, pequeno e leve.
pos	Muito boa qualidade e rápido para uso moderado. Já houve época de notebooks mais baratos com essas configurações, mas entregou uma boa experiência
pos	O notebook é bom mas esse tela TN é muito ruim, muito azulada, ta ai o motivo da oferta. O ideal seria comprar com  a tela IPS, mas o valor sera um pouco mais caro.  Fica a dica, grupo de hardware muito bons mas tela muito ruim. xD
neg	Comprei o produto, após ver alguns vídeos na internet sobre seu funcionamento que parecia ser bem simples, porém não funciona com IOS11 e deveria já ter saído de circulação. Um crime contra o consumidor
pos	Produto de primeira qualidade,gostei muito,e o preço foi muito bom,as configurações são ótimas,foi uma bela compra.
pos	Produto bom, um pouco complicado pra formatar, mas nada que não se resolva em alguns minutos.
neg	Venceu o prazo e mercadoria não foi enviado. Não tenho rastreio do produto e não consigo pegar o dinheiro de volta. O SAC da <empresa> é o pior no pós venda que eu já vi até hoje. Não tem um 0800 para o interior e  não se consegue falar com ninguém; somente respostas do sistema. Péssimo? Péssimo é pouco!
pos	Entrega rápida, produto muito bom e ótimo custo benefício.
pos	Comprei para a minha mãe de 73 anos que adora tecnologia e ela está se divertindo muito com o notebook novo.
pos	Entrega super rápida e produto bem embalado, até agora esta tendo um bom desempenho e nenhum problema.
pos	Produto bom, preço acessível e facilidade na aquisição junto a <empresa>.  Recomendo o produto e a loja
pos	Gostei muito do produto, bom desempenh da atividades
pos	Notebook muito bom,  leve,  bem bonito, bom desempenho recomendo
pos	Gostei muito do produto.  Utilizo para assistir aulas e Internet. Não tenho necessidade de instalar programas pesados
pos	Produto bom, apesar de achar que pela configuração deveria ser  um pouco mais rápido. Mas até agora não me causou qualquer problema.
pos	O notebook é muito leve e satisfaz perfeitamente minhas necessidades. Consigo levá-lo comigo pra todos os lugares sem problema nenhum, a bateria tem ótima duração e as configurações são excelentes.
pos	O equipamento é bom. Comprei a três semanas e ainda estou avaliando. Meu uso é principalmente doméstico e estou aprendendo a usar o Windows 10 ainda, mas todos os programas estão rodando bem e o equipamento é bem robusto.
pos	Acertei na escolha do produto e estou muito satisfeita com a rapidez com que foi feita a entrega. Já desfruto do uso de meu aparelho   e recomendo a loja e o produto!
pos	Notebook excelente! Ótimo custo e benefício! Funcionamento perfeito! Alta qualidade! Recomendo para navegar na internet,  ver filmes, redes sociais, usos básicos! Nos primeiros dias de uso, tem muitas atualizações do sistema!
pos	Preço super em conta e o desempenho do notebook é maravilhoso! Roda jogos e programas gráficos super bem. Estou apaixonada pelo meu novo Dell, super recomendo.
pos	Bom computador, mas parece que já apresenta lentidão para iniciar ainda novo. Me causou apreensão.
neg	Bateria não dura nada, máquina lenta, trava muito, atualizações demoram horas.
pos	Me atende muito bem com meus trabalhos escolares além de ser ultra fino e leve para transportar.
pos	Estou satisfeito porque atende a todas as minhas necessidades
neg	Desde a primeira vez que liguei o notebook, do jeito que ele veio de fábrica mesmo ele já era lento. Liguei diversas vezes para a assistência técnica da Samsung e só me mandam resetar ao padrão de fábrica (já resetei 5x). Depois de ligar o notebook, para conseguir executar uma ação simples, como abrir o windows explorer, são quase 2 minutos. A última coisa que este notebook tem, é alto desempenho!
pos	Ótimo computador, apenas falta a tela ser Full HD.
pos	Notebook de Lenovo de alta capacidade, recomendo a terceiros
pos	Bom computador, apesar do teclado numérico ser um estorvo para canhotos. Para as necessidades básicas é bem útil, torna-se lento quando aberta várias abas na internet, mas não chega a ser um problema.
neg	Deu problema no computador fiz a devolução e até o momento não chegou o outro computador
pos	Notebook muito bonito,rápido e leve. É meu primeiro notebook Acer, e me surpreendeu bastante. Bateria dura umas 7h em média. O negativo, fica por conta da tela, pois não é antirreflexiva, mas é uma boa tela.
pos	Notebook extremamente rápido e que realiza perfeitamente as tarefas básicas do dia-a-dia, assim como atividades em programas mais pesados (como de programação e estatística). O som é muito bom e o desempenho do notebook em jogos é espetacular também! Recomendo a compra, vale muito o investimento!!
pos	Está suprindo minhas necessidades.  Fino, leve e muito bom. To adorando ele.
pos	Alem de chegar bem antes do prazo o produto é ótimo, vale mt o custo benefício ❤
pos	O produto atende minhas necessidades, como jogos, acesso a internet. Possui as ferramentas que me interessam.
neg	"O notebook esteticamente é muito bonito, porém, o windows apresenta um erro o tempo todo.  Primeiro, o equipamento já vem de fábrica com o erro ""HD 100%"" em uso, impossível de executar qualquer tarefa, trava tudo o tempo todo. Entrei em contato com o suporte da Lenovo, fizeram um acesso remoto, e consertaram, porém, agora fica com o erro ""CPU 100%"", trava o tempo todo e toda fecha o CHROME.  Tem sido um inferno trabalhar com este notebook travando. Novamente entrei em contato com a Lenovo, disseram que eu teria que fazer ""RECOVERY"", informei que eu não era técnico em informática é que não poderia deixar o equipamento em assistência técnica por que eu preciso dele para trabalhar. A resposta foi a mesma ""o senhor precisar fazer um recovery"".  Por fim, irei comprar outro notebook possivelmente DELL e irei ter que infelizmente acionar a Lenovo na justiça."
pos	Gostei muito do notebook, tamanho perfeito, ótima qualidade, super hiper recomendo.
pos	gostei do prazo de entrega e do produto quando chegou. Atende minhas necessidades.
pos	Gostei muito do produto e na agilidade na entrega.
pos	produto de excelência qualidade e chegou antes do prazo
pos	É um computador que desempenha muito bem, tanto para trabalho como para jogos (uso os jogos da série Civilization). Até agora, em 3 semanas de uso, nenhum travamento.
neg	Estou com uma grande dor de cabeça com esse note. Que está inclusive na assistência técnica onde  não me deram solução. Disseram que o problema era sistema operacional, providenciei a troca e não resolveu a lentidão absurda para iniciar, algo em torno de 10 minutos A decepção não podia ser maior.não recomendo.um produto que não corresponde ao que anuncia.espero o contato da <empresa> ou fabrincante para uma solução efetiva
pos	Excelente produto, design e funcionamento superperfeito, não me arrependo da compra entrega super rápida, a <empresa> esta de parabéns,NOTA 1000 !!!!
pos	Entrega Rápida, atende as necessidades do dia a dia.
pos	Notebook leve, bonito, rápido, muito bom para mexer com programas pesados de arquitetura,  só achei que esquenta muito e a bateria poderia durar mais, fora isso tudo ok!
pos	Fiquei muito satisfeita com o produto, inclusive, só pra constar, adquirimos 3 notebooks, para uso escolar, excelente performance, embora deu falta do drive de DVD, porém, considerando que hoje já esta em desuso, não prejudicará em nada a utilização. Quero ressaltar ainda que os produtos chegou bem antes do prazo estipulado pela empresa. Supersatisfeita com a eficiência e rapidez na entrega.
pos	Ótimo produto, leve e bonito, chegou antes do prazo
pos	Até o momento não tive nenhum problema  e as configurações são ótimas.
pos	Estou muito satisfeito com o produto. É uma compra segura e acompanhei todo o transporte. Pude rastrear a carga passo a passo.
pos	Produto excelente ,chegou bem antes da data prevista , estão de parabéns amei !
pos	Gente, esse Notebook é ótimo nada a reclamar chegou muito bem antes do prazo. Um produto lindo, leve ótimo para levar para a faculdade. Super recomendável, to apaixonada por ele. ADOREI
pos	Atende bem ao que se propõe. Configuração bastante simples, mas pelo valor, é bem coerente. Ótima relação custo x benefício.
pos	O produto atende muito bem às minhas pretensões de uso e veio muito bem embalado. A entrega foi rápida, considerando que teve o feriado de carnaval, mesmo assim o produto chegou dentro do prazo e em perfeito estado.
pos	Gostei muito, bem rápido e as teclas iluminadas  são ótimas!
pos	eu gostei ele muito bom ótimo e fácil de mexer nele
pos	Ótimo produto para quem procura um notebook para estudos e diversão.
pos	Muito bom, prático, bom processador, Boa velocidade.
neg	Não gostei do produto. Comprei dois notebooks dessa marca e os dois vieram com defeito.
pos	muito bom este notebook recomendo a quer queira para estudar
neg	Pior notebook que já comprei. Este é o meu segundo Dell e comprei acreditando na marca. Máquina ruim e desempenho sofrível. Péssima escolha.
pos	Chegou, antes do previsto e em perfeito estado. Gosto muito de comprar nesse site. E o produto é execelente.
neg	Horrível, lento, tudo demora pra responder. Desde a inicialização até comandos simples como abrir abas e programas. Não vale o investimento.
pos	Gostei muito do produto, chegou rápido, em perfeitas condições, minhas expectativas referente ao produção são muito satisfatória, produto é rápido, ótimo mesmo.
neg	Comprei o produto em menos de 10 dias não quis ligar mais! Horrível, pior investimento que já fiz. Sem contar que a gente tenta entrar em contato com a empresa e não obtém resposta.
pos	gostei ele era o que eu queria fonciona mt bema  não tenho do que reclamar até agora só tenho a dizer que o produto é excelente estou feliz
pos	Produto excelente, corresponde as expectativas, prático e leve para manuseio.
pos	Devo comprar outro em breve pro outro filho! kkk Obrigado !
pos	Ótimo notebook ... excelente para estudo ... Simplesmente amei!
pos	Atendeu minhas expectativas muito bem. Rápido, eficiente e esquenta pouco.
pos	Chegou em tempo hábil. Notebook bonito, leve, confortável de usar. Excelente para trabalhar.
pos	Finíssimo, leve, lindo! A <empresa> postou dia 10/03 na direct log e dia 14/03 eu ja estou com ele em mãos <3 (PS. Maranhão)
neg	Computador péssimo. Lento e neste momento não está ligando nem mesmo com bateria na tomada.
neg	O Notebook é muito lento, seus aplicativos travam e suas atualizações parecem nunca acabarem.
pos	Excelente produto  e a entrega foi antes do prazo gostei do atendimento e da rapidez para entregar  E  também  o tratamento com o cliente  a forma de informações.
pos	O produto chegou bem antes do previsto e em ótimo estado. Até agora não tive problemas, mas estou com ele a poucos dias. Posteriormente, se apresentar algum defeito, irei avaliar novamente.
pos	Amei muito dentro do que imaginávamos que fosse!recomendo!
neg	Aparentemente o produto parece ser bom só que o teclado veio desconfigurado ou como o técnico da Dell informou teclado americano, não gostei pois se fazem um produto para ser vendido no Brasil deveria vim com as configurações para nós brasileiros. ou deveria ser testado antes de coloca-lo a venda. há também o som veio com problema.
pos	TL;DR; Custo beneficio excelente.  --- Tenho ele faz 1 ano, Recomendo formente. Notebook leve, silencioso, não esquenta igual a torradeira do HP-G42 q eu tinha.   Utilizo para programação, então o i5 + 8 GB de Ram atende perfeitamente para rodar Android Studio, e outras IDEs mais parrudas.  Alem do Trabalho utilizo para lazer, roda a maioria dos jogos no medium, em um fps bem agradável para jogar.   Um notebook com placa de vídeo (mesmo q singela) faz toda a diferença.
pos	Notebook muito rápido e moderno, cumpre o que promete.
neg	O produto veio com defeito e estou esperando o reenvio de outro produto...
neg	Não recomendado, produto de baixa qualidade e vc não tem respaldo da empresa! Descaso total! Né <empresa>?
neg	Não gostei, não recomendo, não tem 1T de HD como informa. é lento, tudo demora, e esqueça abrir mais de uma tela com ele.
pos	Ótimo produto para quem gosta de uma máquina moderna e produtiva.
pos	Chegou certinho, sem problemas. Sem defeito. Veio como descrito.
pos	Muito bom produto, utilizo para estudos e jogos. Sem problemas até o momento.
pos	Notebook muito bom atende o que preciso, poderia estar escrito que o formato do teclado é diferente do padrão Brasileiro
pos	O produto condiz com o informado. Muito bonito e compacto além da entrega super rápida.
neg	Tive a infelicidade de receber o notebook ruim.  A tela fica no azul,  sinalizando que necessita de reparo. Recebi o note ontem e ja esta com problemas.  Solicitei a devolução e que me devolvam o meu dinheiro.  Primeira vez que me acontece isso. Sempre tem a primeira vez.  Decepcionada.
pos	Adorei muitas funções exercente,  chegou na data combinada e em perfeitas condições.
pos	Produto bom, leve, bonito e é exatamente o que eu preciso para a faculdade, trabalhos em Word, Excel, redes sociais, etc. Entrega dentro prazo. Produto bem embalado.
pos	Parabéns a lojas <empresa> pela entrega, entrega feita bem antes do prazo e produto com perfeitas condições.
neg	A Venda e Entrega das <empresa> foi muito Boa (Preço e entrega no Prazo) porém quando chegou o produto ele NÃO liga, abri um chamado na DELL e será enviado um técnico de 3 a 5 dias!!!!
pos	O produto é muito bom, chegou em perfeito estado, e dentro do prazo da entrega. Gostei muito!
pos	Muito bom, o produto é ótimo e a entrega foi super rápida.
pos	Para o meu tipo de trabalho, atende perfeitamente.
pos	Notebook de excelente performance, rápido, design moderno. Entrega antes do prazo estipulado. Fiz com garantia estendida de 3 anos, pois tive um problema com HP Pavillion. tenho um telefone Asus e resolvi seguir o fabricante! recomendaço!
pos	Produto muito bom, atendeu minhas expectativas, única coisa é q achei ele um pouco pesado, mas de resto, é maravilhoso.
pos	Mas a entrega deixou a desejar, atrasou certa de 1 semana do prazo inicial... Porém nao muda o fato do noot book ser ótimo e funcionar perfeitamente
